Constitutive Signaling by NOTCH1 PEST Domain Mutants	Reactome Pathway	102,6868,51107,83464,892,1024,1387,8454,28514,54567,2033,55294,3065,83933,79885,3066,8841,9759,10014,10013,51564,55869,9734,3280,388585,23462,23493,26508,182,3714,2648,8850,9794,84441,55534,10046,57534,142678,4609,9611,9612,23385,54492,4851,5664,55851,3516,9978,6233,6500,22938,6907,79718,7311,7314,7316,
Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	Reactome Pathway	102,6868,28514,54567,182,3714,4851,
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,8556,8881,991,8697,246184,996,51343,11065,7321,7324,
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	Reactome Pathway	60,10576,7203,10575,22948,908,10574,10694,5201,5202,5203,5204,10471,6950,7846,10376,84790,7278,7277,81027,7280,347733,10381,10382,10383,84617,7411,
Costimulation by the CD28 family	Reactome Pathway	207,208,10000,151888,919,29126,940,915,916,917,920,941,942,998,1445,1493,2534,9402,2885,3113,3115,3117,3118,3119,3120,3122,3123,3125,3126,3127,29851,23308,3932,4067,9020,1326,79109,64223,2475,5058,5062,5133,80380,5170,5290,5295,5296,8503,5515,5516,5518,5519,5525,5526,5527,5528,5529,5781,5777,5879,253260,6714,117145,8764,28755,28639,28577,57761,7409,7525,
Creatine metabolism	Reactome Pathway	1152,1158,548596,1160,2593,2628,6538,6539,6534,6535,
Creation of C4 and C2 activators	Reactome Pathway	712,713,714,715,716,1401,2219,2220,8547,3500,3501,3502,3503,28378,3514,28299,28908,3537,3538,3539,3542,28834,28826,28825,28823,28772,28770,28816,28814,28813,28811,28802,28799,28795,28793,28791,28786,28785,28784,28783,28781,28776,28775,28774,5648,10747,4153,
Cross-presentation of particulate exogenous antigens (phagosomes)	Reactome Pathway	948,1535,1536,3685,3693,653361,4688,4689,
Cross-presentation of soluble exogenous antigens (endosomes)	Reactome Pathway	50489,2209,2210,4360,9902,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,
Crosslinking of collagen fibrils	Reactome Pathway	649,4015,4016,4017,84695,84171,5118,7092,7093,
Cyclin A/B1 associated events during G2/M transition	Reactome Pathway	8900,890,891,9133,902,993,994,995,983,1017,1022,2305,4331,9088,5347,5515,5516,5518,5519,5520,7465,7514,
Cyclin A:Cdk2-associated events at S phase entry	Reactome Pathway	8900,890,898,9134,902,993,994,1017,1022,1026,1027,1163,8454,51343,4149,4331,4609,5682,5683,5684,5685,5686,5687,5688,5689,5699,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,9491,5925,6233,6500,6502,7311,7314,7316,7465,
Cyclin B2 mediated events	Reactome Pathway	9133,993,994,995,983,
Cyclin D associated events in G1	Reactome Pathway	595,894,896,902,1019,1021,1022,1026,1027,1029,1030,1031,1032,1163,8454,1869,1870,1871,1874,1875,4331,5515,5516,5518,5519,5520,28227,5925,5933,5934,6233,6500,6502,7027,7029,7311,7314,7316,
Cyclin E associated events during G1/S transition	Reactome Pathway	8900,890,898,9134,902,993,1017,1022,1026,1027,1163,8454,4149,4331,4609,9088,5682,5683,5684,5685,5686,5687,5688,5689,5699,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,9491,5925,6233,6500,6502,7311,7314,7316,7465,
Cysteine formation from homocysteine	Reactome Pathway	875,1491,
Cytochrome P450 - arranged by substrate type	Reactome Pathway	1583,1584,1585,1586,1588,1543,1544,1545,1589,1591,1592,56603,340665,1593,1594,1553,1548,1549,1555,1562,1557,1558,1559,1565,1571,1572,1573,120227,29785,113612,54905,51302,1576,64816,1577,1551,10858,1579,284541,1580,57834,66002,8529,126410,4051,11283,1595,1581,9420,1582,5443,5740,6916,
Cytochrome c-mediated apoptotic response	Reactome Pathway	317,836,840,842,54205,
Cytokine Signaling in Immune system	Reactome Pathway	8086,6868,103,25820,567,29760,8945,815,816,817,818,834,867,960,983,1147,4261,1154,1398,1399,1437,1438,1439,1442,8454,23586,1958,5610,1973,1974,9775,1977,9470,317649,1981,1982,8672,2209,2210,2317,2534,9846,2633,2634,2635,115361,115362,163351,388646,2688,2689,2690,2885,3055,51191,3082,3105,3106,3107,3113,3115,3117,3118,3119,3120,3122,3123,3125,3126,3127,3133,3134,3135,3265,3383,3429,10437,3430,2537,3434,3433,3437,8519,10581,10410,3439,3446,3448,3449,3451,3440,3452,3441,3442,3443,3444,3445,3454,3455,3456,3458,3459,3460,3551,8517,3606,3552,3553,3554,7850,3556,3557,3558,3559,3560,3561,3562,3563,3567,3568,3569,3570,3572,3574,3575,3635,3636,51447,3654,3656,11213,51135,3659,3660,3661,3662,3663,3664,3665,3394,10379,3667,8660,9636,3669,3716,3717,3718,3836,3838,3839,3840,3841,402569,3837,3845,3932,4067,5604,5605,6416,5608,4215,6885,1326,5594,5595,4502,4599,4600,4615,4684,4734,4790,4791,10392,64127,4893,57122,55746,9972,9631,23279,23511,23165,23225,8021,129401,79023,348995,10762,53371,23636,79902,4927,9688,4928,9818,11097,4938,4939,4940,8638,57162,57161,246330,8554,5290,5291,5293,5295,5296,8503,5300,5335,5371,9883,5495,5566,5567,5568,5580,5617,5618,5696,5724,2185,5770,5781,5771,5777,8480,5894,5903,2889,9978,5970,8767,6041,6233,81929,25970,6464,6500,8651,8835,9021,6654,6672,8878,6772,6773,6774,6776,6777,7341,6850,10454,23118,257397,7006,100124696,79155,54472,7175,7189,7706,7297,7311,7318,7314,7316,7324,9246,7334,7335,11274,373856,7409,7412,54739,7525,7529,7534,
Cytosolic iron-sulfur cluster assembly	Reactome Pathway	22,83990,9391,57019,2068,51647,64210,64428,27158,4682,10101,5424,51750,
Cytosolic sensors of pathogen-associated DNA	Reactome Pathway	177,351,1147,1387,1499,51428,170506,1660,23220,2033,3146,3428,3551,8517,3661,3665,9208,11178,115004,4361,4615,4790,4791,4792,4793,147945,9533,51082,5434,5435,5437,5440,5441,11128,55703,10623,661,55718,10621,10622,84265,171568,51728,5591,5970,8737,11035,6233,6283,6285,6288,6778,29110,148022,7098,340061,11277,6737,22954,81844,7311,7314,7316,7520,2547,81030,
Cytosolic sulfonation of small molecules	Reactome Pathway	10380,9061,9060,10861,1836,347734,51000,6817,6799,6818,27284,6819,27233,6783,6822,6820,25830,
Cytosolic tRNA aminoacylation	Reactome Pathway	16,9255,7965,833,1615,9521,2058,2193,10056,2617,3035,3376,3735,51520,4141,4677,5464,5859,5917,6301,6897,7407,7453,8565,
DAG and IP3 signaling	Reactome Pathway	107,108,109,196883,111,112,113,114,115,156,801,814,1385,3708,3709,3710,5136,5153,5137,5335,5566,5567,5568,5573,5575,5576,5577,5578,5580,5581,5582,
DAP12 interactions	Reactome Pathway	107,108,109,196883,111,112,113,114,115,156,26523,27161,192669,192670,207,84335,208,10000,567,572,685,695,801,814,842,930,940,342510,124599,941,942,983,1026,1027,1147,23601,1385,1950,1956,2064,2065,2066,2069,2246,2255,8823,8822,8817,9965,2247,26281,27006,8074,2248,2249,2250,2251,2252,2253,2254,2260,2263,2261,2264,2308,2309,4303,10818,2534,2549,9402,2885,2931,2932,1839,3106,3107,3133,3265,3667,8660,3708,3709,3710,100132285,3809,3810,3813,3815,4254,9365,152831,3822,3824,22914,3845,27040,3932,3937,5604,5605,5594,5595,79109,4193,407015,407016,64223,4343,2475,9436,3164,4893,3084,9542,10718,145957,5136,5153,5137,5154,5155,5156,5159,5170,23239,23035,5290,5291,5293,5295,5296,8503,5335,5336,5566,5567,5568,5573,5575,5576,5577,5578,5580,5581,5582,5728,5781,5879,5894,253260,6199,6464,100049587,284266,400709,10326,6654,6850,117145,27327,23112,57690,50852,54210,54209,57761,7249,7305,7409,7410,10451,7529,
DAP12 signaling	Reactome Pathway	107,108,109,196883,111,112,113,114,115,156,26523,27161,192669,192670,207,84335,208,10000,567,572,685,695,801,814,842,930,940,941,942,983,1026,1027,1147,1385,1950,1956,2064,2065,2066,2069,2246,2255,8823,8822,8817,9965,2247,26281,27006,8074,2248,2249,2250,2251,2252,2253,2254,2260,2263,2261,2264,2308,2309,4303,10818,2534,2549,9402,2885,2931,2932,1839,3133,3265,3667,8660,3708,3709,3710,3815,4254,9365,152831,3822,3824,22914,3845,27040,3932,3937,5604,5605,5594,5595,79109,4193,407015,407016,64223,4343,2475,3164,4893,3084,9542,10718,145957,5136,5153,5137,5154,5155,5156,5159,5170,23239,23035,5290,5291,5293,5295,5296,8503,5335,5336,5566,5567,5568,5573,5575,5576,5577,5578,5580,5581,5582,5728,5781,5879,5894,253260,6199,6464,6654,6850,117145,27327,23112,57690,50852,54209,57761,7249,7305,7409,7410,10451,7529,
DARPP-32 events	Reactome Pathway	801,1020,5141,5142,5143,5144,5499,84152,5515,5516,5518,5519,5528,5530,5532,5533,5534,5566,5567,5568,5573,5575,5576,5577,
DCC mediated attractive signaling	Reactome Pathway	3983,84448,22885,998,1630,1793,2534,4690,9423,5747,5879,6714,7204,8976,
DEx/H-box helicases activate type I IFN and inflammatory cytokines production	Reactome Pathway	177,351,170506,1660,3146,3665,4615,4790,4791,5970,6283,6285,6288,
DNA Damage Bypass	Reactome Pathway	10459,5429,51455,
DNA Damage Recognition in GG-NER	Reactome Pathway	5887,7508,
DNA Damage Reversal	Reactome Pathway	121642,221120,4255,
DNA Damage/Telomere Stress Induced Senescence	Reactome Pathway	65057,25842,472,23523,8900,890,898,9134,1017,1026,1027,57634,3005,474382,3014,3015,54145,7290,3024,3009,3006,3007,3008,8335,8334,3013,8331,255626,3018,8347,3017,8345,8970,85236,8340,8342,8341,8348,8359,8337,8338,8349,128312,8290,3159,8091,4001,4361,4683,25913,10111,5925,7013,7014,54386,26277,7157,29855,
DNA Repair	Reactome Pathway	121642,221120,328,472,545,672,675,83990,902,10309,1022,1642,1643,2067,2068,2071,2072,2073,2074,1161,2175,2187,2176,2177,2178,2188,2189,55215,55120,57697,2237,2965,2966,2967,2968,3014,3978,3980,3981,10459,8930,9656,4255,4331,4350,4361,4595,4683,4913,4968,79728,5111,5423,5424,5425,10714,57804,5426,5427,5429,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,5591,5887,10111,5888,5893,51455,5981,5982,5983,5984,5985,6117,6118,6119,6233,23583,6917,6996,55775,7158,7311,7314,7316,29089,7398,56949,7507,7508,7515,7518,7520,2547,27033,
DNA Replication	Reactome Pathway	8900,890,8318,990,8317,1017,1026,1027,81620,10926,1763,1869,1870,1871,2237,51343,9837,51659,84296,51053,3978,55388,4171,4172,4173,4174,4175,4176,84515,4998,4999,23595,5000,5001,23594,5111,5422,23649,5424,5425,10714,57804,5426,5427,5557,5558,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,5925,5981,5982,5983,5984,5985,6117,6118,6119,29935,6233,7311,7314,7316,
DNA Replication Pre-Initiation	Reactome Pathway	8318,990,8317,1017,81620,10926,1869,1870,1871,51053,55388,4171,4172,4173,4174,4175,4176,84515,4998,4999,23595,5000,5001,23594,5422,23649,5426,5427,5557,5558,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,6117,6118,6119,29935,6233,7311,7314,7316,
DNA replication initiation	Reactome Pathway	5422,23649,5426,5427,5557,5558,
DNA strand elongation	Reactome Pathway	8318,1763,2237,9837,51659,84296,3978,4171,4172,4173,4174,4175,4176,84515,5111,5422,23649,5424,5425,10714,57804,5557,5558,5981,5982,5983,5984,5985,6117,6118,6119,
DSCAM interactions	Reactome Pathway	1630,1826,57453,5600,6300,5603,1432,5599,9423,5058,5879,
Deadenylation of mRNA	Reactome Pathway	23019,25904,55571,4848,4849,4850,57472,246175,29883,9337,1973,1974,9775,1975,1977,1981,26986,10605,9924,255967,5073,9125,85456,
Deadenylation-dependent mRNA decay	Reactome Pathway	23019,25904,55571,4848,4849,4850,57472,246175,29883,9337,55802,196513,167227,28960,1656,22894,80153,23644,1973,1974,9775,1975,1977,1981,51013,23404,51010,54512,56915,118460,23016,11340,5393,27257,57819,27258,25804,23658,11157,51690,26986,10605,9924,255967,5073,219988,9125,85456,54464,
Death Receptor  Signalling	Reactome Pathway	6868,843,841,8837,8772,355,356,8737,7124,8795,7132,8743,8717,7186,
Defective AMN causes hereditary megaloblastic anemia 1	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective BTD causes biotidinase deficiency	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective CD320 causes methylmalonic aciduria	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective CUBN causes hereditary megaloblastic anemia 1	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective GIF causes intrinsic factor deficiency	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective HLCS causes multiple carboxylase deficiency	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MMAA causes methylmalonic aciduria type cblA	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MMAB causes methylmalonic aciduria type cblB	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MTR causes methylmalonic aciduria and homocystinuria type cblG	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective MUT causes methylmalonic aciduria mut type	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defective TCN2 causes hereditary megaloblastic anemia	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defects in biotin (Btn) metabolism	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defects in cobalamin (B12) metabolism	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defects in vitamin and cofactor metabolism	Reactome Pathway	60496,4363,31,32,54,81693,316,686,51293,80347,1504,440387,8029,1528,1727,1719,200895,5167,2194,80308,2356,2694,10243,9446,119391,3141,55788,56922,64087,166785,326625,25974,27249,55034,4337,4338,27304,4522,4524,4548,4552,4594,65220,55191,10135,93100,9054,64802,23057,349565,53354,80025,79646,55229,5091,5095,5096,8566,55163,60490,79717,5644,5646,23475,55312,6470,6573,10560,80704,9963,9962,8034,81034,6513,6515,113235,113278,8884,6947,6948,79178,27010,
Defensins	Reactome Pathway	417,729230,1235,920,1667,1668,1669,1670,1671,1672,414325,140596,245908,245909,245910,245911,245913,245915,245927,245928,245929,245930,245931,117285,245932,245934,245936,245937,245938,81623,140850,245939,140881,245940,644414,400830,403339,613211,613209,613210,1673,5645,5646,7096,7097,
Degradation of GABA	Reactome Pathway	18,7915,
Degradation of beta-catenin by the destruction complex	Reactome Pathway	139285,324,8312,1452,1499,10023,23401,2932,5515,5516,5518,5519,5525,5526,5527,5528,5529,
Degradation of cysteine and homocysteine	Reactome Pathway	1036,51380,1491,23474,1468,58472,6821,7263,
Degradation of the extracellular matrix	Reactome Pathway	2,176,102,8751,6868,101,8754,9510,170690,170692,9507,11096,11095,56999,63827,649,682,823,826,836,960,999,1215,1303,1305,7373,1306,1307,1308,80781,1310,91522,84570,136227,1297,1298,1299,1504,440387,1508,1509,1511,1513,1514,1520,1515,1634,1991,5045,3339,3817,5650,3818,3909,3911,3912,3914,3915,3918,4312,4319,4320,4321,4322,4323,4324,4325,4326,4327,4313,9313,10893,64386,4314,4316,4317,4318,23385,4811,5340,5644,5645,5663,6696,7076,7077,7092,7093,7177,
Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	Reactome Pathway	773,774,777,781,9254,55799,782,783,784,785,10369,27092,
Depolymerisation of the Nuclear Lamina	Reactome Pathway	891,983,255919,23399,2010,221496,23592,4000,4001,23175,9663,64900,5578,5579,7112,
Deposition of new CENPA-containing nucleosomes at the centromere	Reactome Pathway	57082,1058,64946,2491,64105,55839,79172,401541,55166,79682,474382,3014,3015,54145,8335,8334,3013,8331,255626,3018,8347,3017,8345,8970,85236,8340,8342,8341,8348,8359,8337,8338,8349,128312,55355,23421,54069,55320,4869,11339,5928,5931,51773,8607,8467,
Depurination	Reactome Pathway	4350,4595,4968,
Depyrimidination	Reactome Pathway	10309,8930,4913,23583,6996,
Dermatan sulfate biosynthesis	Reactome Pathway	63827,633,113189,1464,10675,1634,29940,92126,1463,10090,1462,
Detoxification of Reactive Oxygen Species	Reactome Pathway	343,475,538,847,9973,54205,30001,2876,2877,2878,2882,493869,2936,2950,5034,5052,7001,10935,25824,9588,6647,6648,6649,7295,25828,7296,10587,
Developmental Biology	Reactome Pathway	25,27,3983,84448,22885,91,130399,92,93,9370,116986,375790,207,208,10000,214,51129,286,287,288,160,161,163,1173,1175,2909,80728,9826,23365,9048,663,91653,775,776,8913,8912,8911,779,782,783,784,785,10487,10486,10498,892,896,100133941,948,971,998,1013,1000,1002,983,23097,1019,1020,8851,1024,50937,1045,1050,1051,1052,9350,55997,1072,80205,10752,23332,23122,1211,1272,6900,27255,8506,1282,1284,1285,1286,1287,1291,1292,1293,256076,131873,1297,1298,1299,1385,1387,1400,1457,1459,1460,1495,1496,1499,1630,1641,22943,1739,1741,1742,1759,1785,26052,1793,1808,1809,10570,56896,10589,1879,1956,1959,55740,8320,2033,2034,2041,2048,2064,51466,7430,2167,9855,2242,2255,2247,2260,3170,3171,27022,8928,2308,2309,5045,2534,2627,2645,2657,2668,2674,2675,64096,2817,2885,145258,2932,8841,85441,3280,148738,3087,64344,6927,6928,3172,3174,3265,3320,3326,3312,3375,3630,3642,3672,8515,3673,3674,3678,3680,3685,3688,3690,3785,3786,57698,24137,285643,9314,688,3845,3897,284217,3912,3915,10637,7044,3952,3984,3985,79727,4023,389692,5604,5605,5608,5594,5600,6300,1432,5595,5469,84246,400569,9968,9969,23389,9282,51586,10025,9440,54797,219541,9477,9412,6837,9439,9862,81857,9441,9442,55588,90390,51003,29079,10001,9443,112950,55090,4205,100271849,4208,4209,4233,4478,4617,4618,4628,4629,79784,4627,103910,4637,10398,4651,4654,4656,79923,4684,1463,4690,8440,8648,10499,8202,23054,9611,9612,4756,4760,50674,23114,4790,4821,4825,4838,4851,7026,2516,2494,2649,4893,4897,8829,8828,4902,9423,4917,59277,8650,3175,390874,5058,5062,5063,10298,56924,57144,5078,5080,5087,5105,5046,3651,5216,5217,23396,5306,5313,5335,5346,5361,5362,55558,91584,5364,5365,10154,23129,5460,5465,5468,10891,63978,5588,5621,5623,256297,5747,5781,5786,5788,5879,5880,5894,10048,3516,5962,5970,56963,285704,387,388,389,391,27289,6091,6092,64221,6093,9475,6195,6196,6197,8986,9252,27330,6237,6256,57167,6323,6324,6326,6327,6328,55800,6329,6331,6332,6334,6335,6386,10371,9723,64218,10507,9037,57556,80031,8482,6456,6477,6478,6514,6517,6585,9353,6586,4087,4088,4089,6604,6654,6655,6657,9043,6708,6709,6710,6711,6712,57731,51332,6714,6720,6721,57522,23380,9901,8128,7903,6774,6907,79718,6938,6929,6925,6997,7040,96764,7094,7124,54209,7204,7220,7222,7223,7224,7225,57113,8848,7305,90249,219699,8633,137970,7408,7410,8976,7471,7480,7529,7547,84891,
Digestion of dietary carbohydrate	Reactome Pathway	276,277,279,280,3938,8972,6476,11181,
